"";"trial_index";"task";"subject";"condition1";"type";"category";"rt";"timeout";"memory";"memoryResp";"nr_pres";"memoryCorrect";"cs_selected"
"25154";232;"memory1";"cxyeljqx3c";"one_one";"CS";"2";"1151.4500000048429";"false";"old";1;"5";"correct";"2_1/CS10"
"25157";235;"memory1";"cxyeljqx3c";"one_one";"GSnew";"1";"1411.9299999438226";"false";"old";1;"6";"incorrect";"1_1/GS1"
"25160";238;"memory1";"cxyeljqx3c";"one_one";"GSnew";"3";"1413.124999962747";"false";"new";0;"7";"correct";"3_1/GS1"
"25163";241;"memory1";"cxyeljqx3c";"one_one";"GSold";"4";"1018.404999980703";"false";"old";1;"8";"incorrect";"4_1/CS9"
"25166";244;"memory1";"cxyeljqx3c";"one_one";"GSold";"3";"792.81000001356";"false";"new";0;"9";"correct";"3_1/CS8"
"25169";247;"memory1";"cxyeljqx3c";"one_one";"GSnew";"2";"1274.890000000596";"false";"new";0;"10";"correct";"2_1/GS1"
"25172";250;"memory1";"cxyeljqx3c";"one_one";"distractor";NA;"855.2550000604242";"false";"new";0;"11";"correct";"distractor_1/dis3"
"25175";253;"memory1";"cxyeljqx3c";"one_one";"distractor";NA;"1054.3049999978393";"false";"old";1;"12";"incorrect";"distractor_1/dis4"
"25178";256;"memory1";"cxyeljqx3c";"one_one";"distractor";NA;"1026.7100000055507";"false";"new";0;"13";"correct";"distractor_1/dis1"
"25181";259;"memory1";"cxyeljqx3c";"one_one";"CSpred";"3";"929.2600000044331";"false";"old";1;"14";"incorrect";"3_1/CS5_pred"
"25184";262;"memory1";"cxyeljqx3c";"one_one";"GSold";"2";"1052.9999999562278";"false";"new";0;"15";"correct";"2_1/CS8"
"25187";265;"memory1";"cxyeljqx3c";"one_one";"CSpred";"1";"829.009999986738";"false";"old";1;"16";"incorrect";"1_1/CS1_pred"
"25190";268;"memory1";"cxyeljqx3c";"one_one";"CSpred";"4";"1086.185000021942";"false";"new";0;"17";"correct";"4_1/CS10_pred"
"25193";271;"memory1";"cxyeljqx3c";"one_one";"CSnonpred";"4";"812.9399999743327";"false";"old";1;"18";"incorrect";"4_1/CS10_unpred"
"25196";274;"memory1";"cxyeljqx3c";"one_one";"CSnonpred";"3";"781.029999954626";"false";"old";1;"19";"incorrect";"3_1/CS5_unpred"
"25199";277;"memory1";"cxyeljqx3c";"one_one";"GSnew";"4";"2830.93000005465";"false";"new";0;"20";"correct";"4_1/GS1"
"25202";280;"memory1";"cxyeljqx3c";"one_one";"CS";"3";"797.5599999772385";"false";"old";1;"21";"correct";"3_1/CS5"
"25205";283;"memory1";"cxyeljqx3c";"one_one";"CSpred";"2";"1232.3750000214204";"false";"old";1;"22";"incorrect";"2_1/CS10_pred"
"25208";286;"memory1";"cxyeljqx3c";"one_one";"distractor";NA;"824.7800000244752";"false";"old";1;"23";"incorrect";"distractor_1/dis2"
"25490";217;"memory1";"d2xeese8su";"many_one";"CSpred";"1";"2903";"false";"old";1;"0";"incorrect";"1_1/CS7_pred"
"25493";220;"memory1";"d2xeese8su";"many_one";"distractor";NA;"1427";"false";"new";0;"1";"correct";"distractor_1/dis3"
"25496";223;"memory1";"d2xeese8su";"many_one";"CSnonpred";"3";"1307";"false";"old";1;"2";"incorrect";"3_1/CS8_unpred"
"25499";226;"memory1";"d2xeese8su";"many_one";"GSold";"4";"1288";"false";"old";1;"3";"incorrect";"4_1/CS2"
"25502";229;"memory1";"d2xeese8su";"many_one";"CSpred";"3";"1009";"false";"old";1;"4";"incorrect";"3_1/CS8_pred"
"25505";232;"memory1";"d2xeese8su";"many_one";"CSnonpred";"4";"1445";"false";"new";0;"5";"correct";"4_1/CS10_unpred"
"25508";235;"memory1";"d2xeese8su";"many_one";"CS";"2";"1161";"false";"old";1;"6";"correct";"2_1/CS10"
"25511";238;"memory1";"d2xeese8su";"many_one";"GSnew";"1";"1464";"false";"old";1;"7";"incorrect";"1_1/GS1"
"25514";241;"memory1";"d2xeese8su";"many_one";"CSnonpred";"1";"1362";"false";"old";1;"8";"incorrect";"1_1/CS7_unpred"
"25517";244;"memory1";"d2xeese8su";"many_one";"GSnew";"4";"1319";"false";"old";1;"9";"incorrect";"4_1/GS1"
"25520";247;"memory1";"d2xeese8su";"many_one";"GSold";"3";"1644";"false";"old";1;"10";"incorrect";"3_1/CS4"
"25523";250;"memory1";"d2xeese8su";"many_one";"GSnew";"3";"1521";"false";"new";0;"11";"correct";"3_1/GS1"
"25526";253;"memory1";"d2xeese8su";"many_one";"GSold";"2";"1456";"false";"old";1;"12";"incorrect";"2_1/CS2"
"25529";256;"memory1";"d2xeese8su";"many_one";"CS";"1";"1977";"false";"old";1;"13";"correct";"1_1/CS7"
"25532";259;"memory1";"d2xeese8su";"many_one";"distractor";NA;"1585";"false";"new";0;"14";"correct";"distractor_1/dis4"
"25535";262;"memory1";"d2xeese8su";"many_one";"CS";"3";"1016";"false";"old";1;"15";"correct";"3_1/CS8"
"25538";265;"memory1";"d2xeese8su";"many_one";"distractor";NA;"1925";"false";"new";0;"16";"correct";"distractor_1/dis1"
"25541";268;"memory1";"d2xeese8su";"many_one";"CSpred";"4";"2527";"false";"old";1;"17";"incorrect";"4_1/CS10_pred"
"25544";271;"memory1";"d2xeese8su";"many_one";"CSnonpred";"2";"1772";"false";"old";1;"18";"incorrect";"2_1/CS10_unpred"
"25547";274;"memory1";"d2xeese8su";"many_one";"CSpred";"2";"1634";"false";"old";1;"19";"incorrect";"2_1/CS10_pred"
"25550";277;"memory1";"d2xeese8su";"many_one";"distractor";NA;"1118";"false";"new";0;"20";"correct";"distractor_1/dis2"
"25553";280;"memory1";"d2xeese8su";"many_one";"GSnew";"2";"1673";"false";"old";1;"21";"incorrect";"2_1/GS1"
"25556";283;"memory1";"d2xeese8su";"many_one";"CS";"4";"2556";"false";"old";1;"22";"correct";"4_1/CS10"
"25559";286;"memory1";"d2xeese8su";"many_one";"GSold";"1";"3196";"false";"new";0;"23";"correct";"1_1/CS5"
"25841";217;"memory1";"d69cemcgtd";"many_fill";"GSnew";"4";"null";"true";"miss";NA;"0";"miss";"4_1/GS1"
"25844";220;"memory1";"d69cemcgtd";"many_fill";"CSpred";"4";"607";"false";"old";1;"1";"incorrect";"4_1/CS9_pred"
"25847";223;"memory1";"d69cemcgtd";"many_fill";"CS";"1";"957";"false";"old";1;"2";"correct";"1_1/CS4"
"25850";226;"memory1";"d69cemcgtd";"many_fill";"CSpred";"2";"770";"false";"new";0;"3";"correct";"2_1/CS7_pred"
"25853";229;"memory1";"d69cemcgtd";"many_fill";"CS";"3";"617";"false";"new";0;"4";"incorrect";"3_1/CS8"
"25856";232;"memory1";"d69cemcgtd";"many_fill";"distractor";NA;"641";"false";"new";0;"5";"correct";"distractor_1/dis3"
"25859";235;"memory1";"d69cemcgtd";"many_fill";"GSnew";"3";"684";"false";"new";0;"6";"correct";"3_1/GS1"
"25862";238;"memory1";"d69cemcgtd";"many_fill";"GSold";"1";"600";"false";"new";0;"7";"correct";"1_1/CS9"
"25865";241;"memory1";"d69cemcgtd";"many_fill";"CSnonpred";"3";"654";"false";"old";1;"8";"incorrect";"3_1/CS8_unpred"
"25868";244;"memory1";"d69cemcgtd";"many_fill";"GSnew";"1";"507";"false";"old";1;"9";"incorrect";"1_1/GS1"
"25871";247;"memory1";"d69cemcgtd";"many_fill";"CS";"2";"595";"false";"old";1;"10";"correct";"2_1/CS7"
"25874";250;"memory1";"d69cemcgtd";"many_fill";"CSnonpred";"1";"662";"false";"old";1;"11";"incorrect";"1_1/CS4_unpred"
"25877";253;"memory1";"d69cemcgtd";"many_fill";"CSnonpred";"2";"536";"false";"new";0;"12";"correct";"2_1/CS7_unpred"
"25880";256;"memory1";"d69cemcgtd";"many_fill";"distractor";NA;"690";"false";"new";0;"13";"correct";"distractor_1/dis4"
"25883";259;"memory1";"d69cemcgtd";"many_fill";"GSold";"3";"1040";"false";"new";0;"14";"correct";"3_1/CS7"
"25886";262;"memory1";"d69cemcgtd";"many_fill";"CSpred";"3";"759";"false";"new";0;"15";"correct";"3_1/CS8_pred"
"25889";265;"memory1";"d69cemcgtd";"many_fill";"CSnonpred";"4";"687";"false";"old";1;"16";"incorrect";"4_1/CS9_unpred"
"25892";268;"memory1";"d69cemcgtd";"many_fill";"GSold";"2";"891";"false";"new";0;"17";"correct";"2_1/CS5"
"25895";271;"memory1";"d69cemcgtd";"many_fill";"distractor";NA;"767";"false";"new";0;"18";"correct";"distractor_1/dis2"
"25898";274;"memory1";"d69cemcgtd";"many_fill";"CSpred";"1";"863";"false";"old";1;"19";"incorrect";"1_1/CS4_pred"
"25901";277;"memory1";"d69cemcgtd";"many_fill";"distractor";NA;"753";"false";"new";0;"20";"correct";"distractor_1/dis1"
"25904";280;"memory1";"d69cemcgtd";"many_fill";"GSnew";"2";"648";"false";"old";1;"21";"incorrect";"2_1/GS1"
"25907";283;"memory1";"d69cemcgtd";"many_fill";"CS";"4";"612";"false";"new";0;"22";"incorrect";"4_1/CS9"
"25910";286;"memory1";"d69cemcgtd";"many_fill";"GSold";"4";"642";"false";"old";1;"23";"incorrect";"4_1/CS3"
"26192";217;"memory1";"d8vqwa5jg6";"many_fill";"distractor";NA;"null";"true";"miss";NA;"0";"miss";"distractor_1/dis1"
"26195";220;"memory1";"d8vqwa5jg6";"many_fill";"GSnew";"4";"2556.849999993574";"false";"old";1;"1";"incorrect";"4_1/GS1"
"26198";223;"memory1";"d8vqwa5jg6";"many_fill";"GSold";"1";"1019.2600000009406";"false";"new";0;"2";"correct";"1_1/CS1"
"26201";226;"memory1";"d8vqwa5jg6";"many_fill";"CSpred";"4";"1122.3400000017136";"false";"old";1;"3";"incorrect";"4_1/CS8_pred"
"26204";229;"memory1";"d8vqwa5jg6";"many_fill";"CSnonpred";"3";"999.7999999905005";"false";"old";1;"4";"incorrect";"3_1/CS1_unpred"
"26207";232;"memory1";"d8vqwa5jg6";"many_fill";"CSnonpred";"4";"901.8649999925401";"false";"old";1;"5";"incorrect";"4_1/CS8_unpred"
"26210";235;"memory1";"d8vqwa5jg6";"many_fill";"CSpred";"2";"1283.1149999983609";"false";"old";1;"6";"incorrect";"2_1/CS10_pred"
"26213";238;"memory1";"d8vqwa5jg6";"many_fill";"CSpred";"3";"1167.2200000029989";"false";"old";1;"7";"incorrect";"3_1/CS1_pred"
"26216";241;"memory1";"d8vqwa5jg6";"many_fill";"GSold";"2";"2434.2949999845587";"false";"new";0;"8";"correct";"2_1/CS4"
"26219";244;"memory1";"d8vqwa5jg6";"many_fill";"GSnew";"2";"2176.5050000103656";"false";"new";0;"9";"correct";"2_1/GS1"
"26222";247;"memory1";"d8vqwa5jg6";"many_fill";"distractor";NA;"1712.1750000223983";"false";"new";0;"10";"correct";"distractor_1/dis4"
"26225";250;"memory1";"d8vqwa5jg6";"many_fill";"CS";"2";"970.2500000130385";"false";"old";1;"11";"correct";"2_1/CS10"
"26228";253;"memory1";"d8vqwa5jg6";"many_fill";"CSpred";"1";"1377.085000014631";"false";"old";1;"12";"incorrect";"1_1/CS10_pred"
"26231";256;"memory1";"d8vqwa5jg6";"many_fill";"GSnew";"3";"943.200000008801";"false";"new";0;"13";"correct";"3_1/GS1"
"26234";259;"memory1";"d8vqwa5jg6";"many_fill";"GSold";"3";"1272.4049999960698";"false";"new";0;"14";"correct";"3_1/CS5"
"26237";262;"memory1";"d8vqwa5jg6";"many_fill";"CS";"1";"782.4550000077579";"false";"old";1;"15";"correct";"1_1/CS10"
"26240";265;"memory1";"d8vqwa5jg6";"many_fill";"distractor";NA;"765.6399999978021";"false";"new";0;"16";"correct";"distractor_1/dis2"
"26243";268;"memory1";"d8vqwa5jg6";"many_fill";"distractor";NA;"679.4349999981932";"false";"new";0;"17";"correct";"distractor_1/dis3"
"26246";271;"memory1";"d8vqwa5jg6";"many_fill";"GSnew";"1";"1311.040000000503";"false";"new";0;"18";"correct";"1_1/GS1"
"26249";274;"memory1";"d8vqwa5jg6";"many_fill";"CS";"3";"997.4299999885261";"false";"old";1;"19";"correct";"3_1/CS1"
"26252";277;"memory1";"d8vqwa5jg6";"many_fill";"CSnonpred";"1";"1565.4299999878276";"false";"new";0;"20";"correct";"1_1/CS10_unpred"
"26255";280;"memory1";"d8vqwa5jg6";"many_fill";"CSnonpred";"2";"781.3350000069477";"false";"old";1;"21";"incorrect";"2_1/CS10_unpred"
"26258";283;"memory1";"d8vqwa5jg6";"many_fill";"CS";"4";"890.480000001844";"false";"old";1;"22";"correct";"4_1/CS8"
"26261";286;"memory1";"d8vqwa5jg6";"many_fill";"GSold";"4";"1489.354999997886";"false";"new";0;"23";"correct";"4_1/CS9"
