"";"trial_index";"task";"subject";"condition1";"type";"category";"rt";"timeout";"memory";"memoryResp";"nr_pres";"memoryCorrect";"cs_selected"
"59192";223;"memory1";"v2luwyzbgo";"many_one";"GSnew";"1";"1764";"false";"old";1;"2";"incorrect";"1_1/GS1"
"59195";226;"memory1";"v2luwyzbgo";"many_one";"CSnonpred";"4";"1618";"false";"old";1;"3";"incorrect";"4_1/CS2_unpred"
"59198";229;"memory1";"v2luwyzbgo";"many_one";"CSpred";"1";"1888";"false";"new";0;"4";"correct";"1_1/CS1_pred"
"59201";232;"memory1";"v2luwyzbgo";"many_one";"GSold";"4";"1428";"false";"new";0;"5";"correct";"4_1/CS1"
"59204";235;"memory1";"v2luwyzbgo";"many_one";"GSnew";"3";"1652";"false";"old";1;"6";"incorrect";"3_1/GS1"
"59207";238;"memory1";"v2luwyzbgo";"many_one";"distractor";NA;"1115";"false";"new";0;"7";"correct";"distractor_1/dis2"
"59210";241;"memory1";"v2luwyzbgo";"many_one";"CSpred";"4";"943";"false";"old";1;"8";"incorrect";"4_1/CS2_pred"
"59213";244;"memory1";"v2luwyzbgo";"many_one";"CSpred";"3";"993";"false";"old";1;"9";"incorrect";"3_1/CS3_pred"
"59216";247;"memory1";"v2luwyzbgo";"many_one";"GSold";"2";"1711";"false";"new";0;"10";"correct";"2_1/CS4"
"59219";250;"memory1";"v2luwyzbgo";"many_one";"CS";"2";"880";"false";"old";1;"11";"correct";"2_1/CS3"
"59222";253;"memory1";"v2luwyzbgo";"many_one";"GSnew";"2";"1532";"false";"new";0;"12";"correct";"2_1/GS1"
"59225";256;"memory1";"v2luwyzbgo";"many_one";"CS";"1";"1229";"false";"old";1;"13";"correct";"1_1/CS1"
"59228";259;"memory1";"v2luwyzbgo";"many_one";"GSold";"1";"915";"false";"new";0;"14";"correct";"1_1/CS6"
"59231";262;"memory1";"v2luwyzbgo";"many_one";"CSnonpred";"3";"917";"false";"old";1;"15";"incorrect";"3_1/CS3_unpred"
"59234";265;"memory1";"v2luwyzbgo";"many_one";"GSold";"3";"1103";"false";"new";0;"16";"correct";"3_1/CS6"
"59237";268;"memory1";"v2luwyzbgo";"many_one";"distractor";NA;"980";"false";"new";0;"17";"correct";"distractor_1/dis4"
"59240";271;"memory1";"v2luwyzbgo";"many_one";"CSnonpred";"1";"1819";"false";"old";1;"18";"incorrect";"1_1/CS1_unpred"
"59243";274;"memory1";"v2luwyzbgo";"many_one";"CS";"4";"1042";"false";"old";1;"19";"correct";"4_1/CS2"
"59246";277;"memory1";"v2luwyzbgo";"many_one";"distractor";NA;"849";"false";"new";0;"20";"correct";"distractor_1/dis3"
"59249";280;"memory1";"v2luwyzbgo";"many_one";"CSnonpred";"2";"910";"false";"old";1;"21";"incorrect";"2_1/CS3_unpred"
"59252";283;"memory1";"v2luwyzbgo";"many_one";"distractor";NA;"1165";"false";"new";0;"22";"correct";"distractor_1/dis1"
"59255";286;"memory1";"v2luwyzbgo";"many_one";"GSnew";"4";"1105";"false";"new";0;"23";"correct";"4_1/GS1"
"59537";217;"memory1";"v3oc68auuh";"many_fill";"GSold";"2";"3408.9549999916926";"false";"new";0;"0";"correct";"2_1/CS9"
"59540";220;"memory1";"v3oc68auuh";"many_fill";"GSold";"3";"996.1199999670498";"false";"new";0;"1";"correct";"3_1/CS7"
"59543";223;"memory1";"v3oc68auuh";"many_fill";"CSpred";"4";"794.495000038296";"false";"old";1;"2";"incorrect";"4_1/CS3_pred"
"59546";226;"memory1";"v3oc68auuh";"many_fill";"CSpred";"2";"1498.105000006035";"false";"new";0;"3";"correct";"2_1/CS1_pred"
"59549";229;"memory1";"v3oc68auuh";"many_fill";"distractor";NA;"956.4149999641813";"false";"new";0;"4";"correct";"distractor_1/dis2"
"59552";232;"memory1";"v3oc68auuh";"many_fill";"CSnonpred";"1";"1693.215000035707";"false";"old";1;"5";"incorrect";"1_1/CS10_unpred"
"59555";235;"memory1";"v3oc68auuh";"many_fill";"CS";"4";"904.4850000063889";"false";"old";1;"6";"correct";"4_1/CS3"
"59558";238;"memory1";"v3oc68auuh";"many_fill";"GSnew";"1";"1001.8249999848194";"false";"new";0;"7";"correct";"1_1/GS1"
"59561";241;"memory1";"v3oc68auuh";"many_fill";"CS";"1";"862.3699999880046";"false";"old";1;"8";"correct";"1_1/CS10"
"59564";244;"memory1";"v3oc68auuh";"many_fill";"GSold";"4";"1500.2150000073016";"false";"new";0;"9";"correct";"4_1/CS4"
"59567";247;"memory1";"v3oc68auuh";"many_fill";"distractor";NA;"2935.5549999745563";"false";"new";0;"10";"correct";"distractor_1/dis4"
"59570";250;"memory1";"v3oc68auuh";"many_fill";"CS";"3";"903.6900000064634";"false";"old";1;"11";"correct";"3_1/CS3"
"59573";253;"memory1";"v3oc68auuh";"many_fill";"distractor";NA;"1198.984999966342";"false";"new";0;"12";"correct";"distractor_1/dis1"
"59576";256;"memory1";"v3oc68auuh";"many_fill";"GSnew";"3";"983.8549999985844";"false";"new";0;"13";"correct";"3_1/GS1"
"59579";259;"memory1";"v3oc68auuh";"many_fill";"distractor";NA;"1504.1049999999814";"false";"new";0;"14";"correct";"distractor_1/dis3"
"59582";262;"memory1";"v3oc68auuh";"many_fill";"CSnonpred";"2";"728.3850000239909";"false";"old";1;"15";"incorrect";"2_1/CS1_unpred"
"59585";265;"memory1";"v3oc68auuh";"many_fill";"CSnonpred";"3";"776.8750000395812";"false";"old";1;"16";"incorrect";"3_1/CS3_unpred"
"59588";268;"memory1";"v3oc68auuh";"many_fill";"CSpred";"3";"1508.94500000868";"false";"new";0;"17";"correct";"3_1/CS3_pred"
"59591";271;"memory1";"v3oc68auuh";"many_fill";"CSpred";"1";"662.3249999829568";"false";"old";1;"18";"incorrect";"1_1/CS10_pred"
"59594";274;"memory1";"v3oc68auuh";"many_fill";"GSnew";"2";"1736.6100000217557";"false";"new";0;"19";"correct";"2_1/GS1"
"59597";277;"memory1";"v3oc68auuh";"many_fill";"GSold";"1";"1331.594999996014";"false";"new";0;"20";"correct";"1_1/CS9"
"59600";280;"memory1";"v3oc68auuh";"many_fill";"CSnonpred";"4";"779.099999985192";"false";"old";1;"21";"incorrect";"4_1/CS3_unpred"
"59603";283;"memory1";"v3oc68auuh";"many_fill";"GSnew";"4";"1233.0049999873154";"false";"new";0;"22";"correct";"4_1/GS1"
"59606";286;"memory1";"v3oc68auuh";"many_fill";"CS";"2";"773.9000000292435";"false";"old";1;"23";"correct";"2_1/CS1"
"59888";217;"memory1";"v8huh0omly";"one_one";"CSnonpred";"1";"null";"true";"miss";NA;"0";"miss";"1_1/CS1_unpred"
"59891";220;"memory1";"v8huh0omly";"one_one";"GSnew";"2";"2246.1399999447167";"false";"new";0;"1";"correct";"2_1/GS1"
"59894";223;"memory1";"v8huh0omly";"one_one";"CSpred";"3";"1008.4100000094622";"false";"old";1;"2";"incorrect";"3_1/CS7_pred"
"59897";226;"memory1";"v8huh0omly";"one_one";"GSnew";"4";"1354.5399999711663";"false";"new";0;"3";"correct";"4_1/GS1"
"59900";229;"memory1";"v8huh0omly";"one_one";"CSnonpred";"4";"1921.7950000893325";"false";"old";1;"4";"incorrect";"4_1/CS4_unpred"
"59903";232;"memory1";"v8huh0omly";"one_one";"CSnonpred";"3";"2812.235000077635";"false";"new";0;"5";"correct";"3_1/CS7_unpred"
"59906";235;"memory1";"v8huh0omly";"one_one";"GSnew";"3";"1082.9100001137704";"false";"new";0;"6";"correct";"3_1/GS1"
"59909";238;"memory1";"v8huh0omly";"one_one";"CS";"4";"1544.0400000661612";"false";"old";1;"7";"correct";"4_1/CS4"
"59912";241;"memory1";"v8huh0omly";"one_one";"GSold";"4";"1030.0549999810755";"false";"new";0;"8";"correct";"4_1/CS2"
"59915";244;"memory1";"v8huh0omly";"one_one";"CS";"3";"2978.51000004448";"false";"old";1;"9";"correct";"3_1/CS7"
"59918";247;"memory1";"v8huh0omly";"one_one";"CSpred";"2";"3023.320000153035";"false";"new";0;"10";"correct";"2_1/CS9_pred"
"59921";250;"memory1";"v8huh0omly";"one_one";"CSpred";"4";"3881.830000085756";"false";"old";1;"11";"incorrect";"4_1/CS4_pred"
"59924";253;"memory1";"v8huh0omly";"one_one";"GSnew";"1";"3133.834999985993";"false";"new";0;"12";"correct";"1_1/GS1"
"59927";256;"memory1";"v8huh0omly";"one_one";"CS";"2";"2346.2300000246614";"false";"old";1;"13";"correct";"2_1/CS9"
"59930";259;"memory1";"v8huh0omly";"one_one";"distractor";NA;"1854.5150000136346";"false";"new";0;"14";"correct";"distractor_1/dis4"
"59933";262;"memory1";"v8huh0omly";"one_one";"distractor";NA;"994.6049998980016";"false";"new";0;"15";"correct";"distractor_1/dis3"
"59936";265;"memory1";"v8huh0omly";"one_one";"distractor";NA;"838.8699998613447";"false";"new";0;"16";"correct";"distractor_1/dis1"
"59939";268;"memory1";"v8huh0omly";"one_one";"CSnonpred";"2";"null";"true";"miss";NA;"17";"miss";"2_1/CS9_unpred"
"59942";271;"memory1";"v8huh0omly";"one_one";"GSold";"3";"1306.1349999625236";"false";"new";0;"18";"correct";"3_1/CS5"
"59945";274;"memory1";"v8huh0omly";"one_one";"distractor";NA;"867.0850000344217";"false";"new";0;"19";"correct";"distractor_1/dis2"
"59948";277;"memory1";"v8huh0omly";"one_one";"GSold";"1";"1326.0999999474734";"false";"old";1;"20";"incorrect";"1_1/CS3"
"59951";280;"memory1";"v8huh0omly";"one_one";"CSpred";"1";"1714.7999999579042";"false";"new";0;"21";"correct";"1_1/CS1_pred"
"59954";283;"memory1";"v8huh0omly";"one_one";"GSold";"2";"1232.3999998625368";"false";"new";0;"22";"correct";"2_1/CS1"
"59957";286;"memory1";"v8huh0omly";"one_one";"CS";"1";"2001.1650000233203";"false";"new";0;"23";"incorrect";"1_1/CS1"
"60941";217;"memory1";"vrfkt9t6p3";"many_one";"CSnonpred";"1";"2367";"false";"old";1;"0";"incorrect";"1_1/CS1_unpred"
"60944";220;"memory1";"vrfkt9t6p3";"many_one";"CSnonpred";"3";"2308";"false";"new";0;"1";"correct";"3_1/CS4_unpred"
"60947";223;"memory1";"vrfkt9t6p3";"many_one";"CSnonpred";"2";"1193";"false";"old";1;"2";"incorrect";"2_1/CS8_unpred"
"60950";226;"memory1";"vrfkt9t6p3";"many_one";"distractor";NA;"1392";"false";"new";0;"3";"correct";"distractor_1/dis1"
"60953";229;"memory1";"vrfkt9t6p3";"many_one";"CSpred";"2";"1148";"false";"old";1;"4";"incorrect";"2_1/CS8_pred"
"60956";232;"memory1";"vrfkt9t6p3";"many_one";"distractor";NA;"1373";"false";"new";0;"5";"correct";"distractor_1/dis2"
"60959";235;"memory1";"vrfkt9t6p3";"many_one";"CS";"3";"1038";"false";"old";1;"6";"correct";"3_1/CS4"
"60962";238;"memory1";"vrfkt9t6p3";"many_one";"GSnew";"2";"2875";"false";"new";0;"7";"correct";"2_1/GS1"
"60965";241;"memory1";"vrfkt9t6p3";"many_one";"CSpred";"4";"1108";"false";"old";1;"8";"incorrect";"4_1/CS8_pred"
"60968";244;"memory1";"vrfkt9t6p3";"many_one";"CS";"2";"853";"false";"old";1;"9";"correct";"2_1/CS8"
"60971";247;"memory1";"vrfkt9t6p3";"many_one";"CSpred";"3";"1641";"false";"old";1;"10";"incorrect";"3_1/CS4_pred"
"60974";250;"memory1";"vrfkt9t6p3";"many_one";"CSnonpred";"4";"1426";"false";"new";0;"11";"correct";"4_1/CS8_unpred"
"60977";253;"memory1";"vrfkt9t6p3";"many_one";"GSnew";"4";"2334";"false";"new";0;"12";"correct";"4_1/GS1"
"60980";256;"memory1";"vrfkt9t6p3";"many_one";"GSold";"3";"1327";"false";"new";0;"13";"correct";"3_1/CS1"
"60983";259;"memory1";"vrfkt9t6p3";"many_one";"GSold";"4";"1498";"false";"old";1;"14";"incorrect";"4_1/CS10"
"60986";262;"memory1";"vrfkt9t6p3";"many_one";"CS";"4";"1470";"false";"old";1;"15";"correct";"4_1/CS8"
"60989";265;"memory1";"vrfkt9t6p3";"many_one";"CS";"1";"1141";"false";"old";1;"16";"correct";"1_1/CS1"
"60992";268;"memory1";"vrfkt9t6p3";"many_one";"GSold";"1";"1118";"false";"new";0;"17";"correct";"1_1/CS9"
"60995";271;"memory1";"vrfkt9t6p3";"many_one";"distractor";NA;"926";"false";"new";0;"18";"correct";"distractor_1/dis3"
"60998";274;"memory1";"vrfkt9t6p3";"many_one";"GSold";"2";"895";"false";"old";1;"19";"incorrect";"2_1/CS6"
"61001";277;"memory1";"vrfkt9t6p3";"many_one";"GSnew";"3";"938";"false";"new";0;"20";"correct";"3_1/GS1"
"61004";280;"memory1";"vrfkt9t6p3";"many_one";"CSpred";"1";"2876";"false";"new";0;"21";"correct";"1_1/CS1_pred"
"61007";283;"memory1";"vrfkt9t6p3";"many_one";"GSnew";"1";"2759";"false";"new";0;"22";"correct";"1_1/GS1"
"61010";286;"memory1";"vrfkt9t6p3";"many_one";"distractor";NA;"1091";"false";"new";0;"23";"correct";"distractor_1/dis4"
"61292";217;"memory1";"vrxgnoos0a";"many_fill";"GSnew";"3";"3791";"false";"new";0;"0";"correct";"3_1/GS1"
"61295";220;"memory1";"vrxgnoos0a";"many_fill";"CS";"2";"1314";"false";"old";1;"1";"correct";"2_1/CS8"
"61298";223;"memory1";"vrxgnoos0a";"many_fill";"CSnonpred";"2";"2845";"false";"old";1;"2";"incorrect";"2_1/CS8_unpred"
"61301";226;"memory1";"vrxgnoos0a";"many_fill";"CSnonpred";"1";"1366";"false";"old";1;"3";"incorrect";"1_1/CS5_unpred"
"61304";229;"memory1";"vrxgnoos0a";"many_fill";"distractor";NA;"3297";"false";"new";0;"4";"correct";"distractor_1/dis4"
"61307";232;"memory1";"vrxgnoos0a";"many_fill";"CSpred";"2";"1316";"false";"old";1;"5";"incorrect";"2_1/CS8_pred"
"61310";235;"memory1";"vrxgnoos0a";"many_fill";"GSold";"3";"1406";"false";"old";1;"6";"incorrect";"3_1/CS1"
"61313";238;"memory1";"vrxgnoos0a";"many_fill";"CSpred";"4";"1975";"false";"old";1;"7";"incorrect";"4_1/CS2_pred"
"61316";241;"memory1";"vrxgnoos0a";"many_fill";"CSpred";"1";"2812";"false";"new";0;"8";"correct";"1_1/CS5_pred"
"61319";244;"memory1";"vrxgnoos0a";"many_fill";"CSnonpred";"3";"1775";"false";"old";1;"9";"incorrect";"3_1/CS9_unpred"
"61322";247;"memory1";"vrxgnoos0a";"many_fill";"CSpred";"3";"1600";"false";"new";0;"10";"correct";"3_1/CS9_pred"
"61325";250;"memory1";"vrxgnoos0a";"many_fill";"GSold";"2";"1263";"false";"old";1;"11";"incorrect";"2_1/CS3"
"61328";253;"memory1";"vrxgnoos0a";"many_fill";"GSold";"4";"3013";"false";"new";0;"12";"correct";"4_1/CS8"
"61331";256;"memory1";"vrxgnoos0a";"many_fill";"CSnonpred";"4";"1159";"false";"old";1;"13";"incorrect";"4_1/CS2_unpred"
"61334";259;"memory1";"vrxgnoos0a";"many_fill";"GSnew";"4";"1506";"false";"old";1;"14";"incorrect";"4_1/GS1"
"61337";262;"memory1";"vrxgnoos0a";"many_fill";"CS";"1";"2093";"false";"old";1;"15";"correct";"1_1/CS5"
"61340";265;"memory1";"vrxgnoos0a";"many_fill";"GSnew";"1";"1699";"false";"new";0;"16";"correct";"1_1/GS1"
"61343";268;"memory1";"vrxgnoos0a";"many_fill";"CS";"3";"1241";"false";"old";1;"17";"correct";"3_1/CS9"
"61346";271;"memory1";"vrxgnoos0a";"many_fill";"GSold";"1";"2152";"false";"new";0;"18";"correct";"1_1/CS3"
"61349";274;"memory1";"vrxgnoos0a";"many_fill";"distractor";NA;"2279";"false";"new";0;"19";"correct";"distractor_1/dis1"
"61352";277;"memory1";"vrxgnoos0a";"many_fill";"GSnew";"2";"2290";"false";"new";0;"20";"correct";"2_1/GS1"
"61355";280;"memory1";"vrxgnoos0a";"many_fill";"distractor";NA;"1126";"false";"new";0;"21";"correct";"distractor_1/dis3"
"61358";283;"memory1";"vrxgnoos0a";"many_fill";"distractor";NA;"1276";"false";"new";0;"22";"correct";"distractor_1/dis2"
"61361";286;"memory1";"vrxgnoos0a";"many_fill";"CS";"4";"1441";"false";"old";1;"23";"correct";"4_1/CS2"
"61643";217;"memory1";"w3w459xs9b";"many_fill";"CSpred";"3";"383";"false";"new";0;"0";"correct";"3_1/CS8_pred"
"61646";220;"memory1";"w3w459xs9b";"many_fill";"CSnonpred";"2";"2578";"false";"old";1;"1";"incorrect";"2_1/CS10_unpred"
"61649";223;"memory1";"w3w459xs9b";"many_fill";"CS";"1";"733";"false";"old";1;"2";"correct";"1_1/CS7"
"61652";226;"memory1";"w3w459xs9b";"many_fill";"CSnonpred";"1";"606";"false";"old";1;"3";"incorrect";"1_1/CS7_unpred"
"61655";229;"memory1";"w3w459xs9b";"many_fill";"GSold";"4";"868";"false";"old";1;"4";"incorrect";"4_1/CS6"
"61658";232;"memory1";"w3w459xs9b";"many_fill";"CS";"3";"756";"false";"old";1;"5";"correct";"3_1/CS8"
"61661";235;"memory1";"w3w459xs9b";"many_fill";"CSpred";"1";"637";"false";"new";0;"6";"correct";"1_1/CS7_pred"
"61664";238;"memory1";"w3w459xs9b";"many_fill";"CSnonpred";"3";"751";"false";"old";1;"7";"incorrect";"3_1/CS8_unpred"
"61667";241;"memory1";"w3w459xs9b";"many_fill";"GSold";"2";"1159";"false";"old";1;"8";"incorrect";"2_1/CS1"
"61670";244;"memory1";"w3w459xs9b";"many_fill";"distractor";NA;"928";"false";"new";0;"9";"correct";"distractor_1/dis1"
"61673";247;"memory1";"w3w459xs9b";"many_fill";"CSnonpred";"4";"756";"false";"old";1;"10";"incorrect";"4_1/CS10_unpred"
"61676";250;"memory1";"w3w459xs9b";"many_fill";"GSnew";"2";"913";"false";"new";0;"11";"correct";"2_1/GS1"
"61679";253;"memory1";"w3w459xs9b";"many_fill";"CS";"2";"651";"false";"old";1;"12";"correct";"2_1/CS10"
"61682";256;"memory1";"w3w459xs9b";"many_fill";"CS";"4";"1180";"false";"old";1;"13";"correct";"4_1/CS10"
"61685";259;"memory1";"w3w459xs9b";"many_fill";"distractor";NA;"1416";"false";"old";1;"14";"incorrect";"distractor_1/dis2"
"61688";262;"memory1";"w3w459xs9b";"many_fill";"GSnew";"4";"919";"false";"old";1;"15";"incorrect";"4_1/GS1"
"61691";265;"memory1";"w3w459xs9b";"many_fill";"distractor";NA;"764";"false";"new";0;"16";"correct";"distractor_1/dis3"
"61694";268;"memory1";"w3w459xs9b";"many_fill";"GSnew";"3";"971";"false";"new";0;"17";"correct";"3_1/GS1"
"61697";271;"memory1";"w3w459xs9b";"many_fill";"GSnew";"1";"893";"false";"new";0;"18";"correct";"1_1/GS1"
"61700";274;"memory1";"w3w459xs9b";"many_fill";"CSpred";"2";"657";"false";"old";1;"19";"incorrect";"2_1/CS10_pred"
"61703";277;"memory1";"w3w459xs9b";"many_fill";"GSold";"1";"749";"false";"new";0;"20";"correct";"1_1/CS10"
"61706";280;"memory1";"w3w459xs9b";"many_fill";"CSpred";"4";"1673";"false";"old";1;"21";"incorrect";"4_1/CS10_pred"
"61709";283;"memory1";"w3w459xs9b";"many_fill";"GSold";"3";"791";"false";"new";0;"22";"correct";"3_1/CS2"
"61712";286;"memory1";"w3w459xs9b";"many_fill";"distractor";NA;"991";"false";"new";0;"23";"correct";"distractor_1/dis4"
"62345";217;"memory1";"w9d9b5wlql";"one_one";"distractor";NA;"81.55499999690801";"false";"new";0;"0";"correct";"distractor_1/dis3"
"62348";220;"memory1";"w9d9b5wlql";"one_one";"CS";"1";"820.214999999851";"false";"old";1;"1";"correct";"1_1/CS5"
"62351";223;"memory1";"w9d9b5wlql";"one_one";"CSnonpred";"3";"620.3799999931362";"false";"old";1;"2";"incorrect";"3_1/CS4_unpred"
"62354";226;"memory1";"w9d9b5wlql";"one_one";"CSnonpred";"1";"981.195000000298";"false";"old";1;"3";"incorrect";"1_1/CS5_unpred"
"62357";229;"memory1";"w9d9b5wlql";"one_one";"GSnew";"3";"752.4149999953806";"false";"new";0;"4";"correct";"3_1/GS1"
"62360";232;"memory1";"w9d9b5wlql";"one_one";"GSnew";"2";"1531.405000001425";"false";"old";1;"5";"incorrect";"2_1/GS1"
"62363";235;"memory1";"w9d9b5wlql";"one_one";"distractor";NA;"1627.3300000028685";"false";"old";1;"6";"incorrect";"distractor_1/dis2"
"62366";238;"memory1";"w9d9b5wlql";"one_one";"CSnonpred";"2";"568.6749999877065";"false";"old";1;"7";"incorrect";"2_1/CS1_unpred"
"62369";241;"memory1";"w9d9b5wlql";"one_one";"CSnonpred";"4";"513.6649999914225";"false";"old";1;"8";"incorrect";"4_1/CS9_unpred"
"62372";244;"memory1";"w9d9b5wlql";"one_one";"CS";"2";"552.4549999972805";"false";"old";1;"9";"correct";"2_1/CS1"
"62375";247;"memory1";"w9d9b5wlql";"one_one";"GSold";"3";"1692.9649999947287";"false";"new";0;"10";"correct";"3_1/CS10"
"62378";250;"memory1";"w9d9b5wlql";"one_one";"GSnew";"4";"1412.9449999891222";"false";"new";0;"11";"correct";"4_1/GS1"
"62381";253;"memory1";"w9d9b5wlql";"one_one";"CS";"3";"566.8149999980815";"false";"old";1;"12";"correct";"3_1/CS4"
"62384";256;"memory1";"w9d9b5wlql";"one_one";"CSpred";"3";"458.22000000067055";"false";"old";1;"13";"incorrect";"3_1/CS4_pred"
"62387";259;"memory1";"w9d9b5wlql";"one_one";"CS";"4";"501.1249999953434";"false";"old";1;"14";"correct";"4_1/CS9"
"62390";262;"memory1";"w9d9b5wlql";"one_one";"CSpred";"1";"756.3099999972619";"false";"old";1;"15";"incorrect";"1_1/CS5_pred"
"62393";265;"memory1";"w9d9b5wlql";"one_one";"distractor";NA;"746.72999999905";"false";"new";0;"16";"correct";"distractor_1/dis1"
"62396";268;"memory1";"w9d9b5wlql";"one_one";"GSold";"1";"1041.275000010617";"false";"old";1;"17";"incorrect";"1_1/CS4"
"62399";271;"memory1";"w9d9b5wlql";"one_one";"CSpred";"4";"480.7449999935925";"false";"old";1;"18";"incorrect";"4_1/CS9_pred"
"62402";274;"memory1";"w9d9b5wlql";"one_one";"CSpred";"2";"579.9199999892153";"false";"old";1;"19";"incorrect";"2_1/CS1_pred"
"62405";277;"memory1";"w9d9b5wlql";"one_one";"distractor";NA;"825.2050000010058";"false";"new";0;"20";"correct";"distractor_1/dis4"
"62408";280;"memory1";"w9d9b5wlql";"one_one";"GSold";"2";"751.6850000100676";"false";"old";1;"21";"incorrect";"2_1/CS6"
"62411";283;"memory1";"w9d9b5wlql";"one_one";"GSold";"4";"493.42500000773";"false";"old";1;"22";"incorrect";"4_1/CS10"
"62414";286;"memory1";"w9d9b5wlql";"one_one";"GSnew";"1";"1133.6000000010245";"false";"old";1;"23";"incorrect";"1_1/GS1"
"63047";217;"memory1";"whkyhbkhal";"many_fill";"CSpred";"4";"null";"true";"miss";NA;"0";"miss";"4_1/CS6_pred"
"63050";220;"memory1";"whkyhbkhal";"many_fill";"CSnonpred";"4";"1489.280000000028";"false";"old";1;"1";"incorrect";"4_1/CS6_unpred"
"63053";223;"memory1";"whkyhbkhal";"many_fill";"CSpred";"2";"722.7600000000093";"false";"new";0;"2";"correct";"2_1/CS9_pred"
"63056";226;"memory1";"whkyhbkhal";"many_fill";"GSnew";"2";"1200.0600000000559";"false";"new";0;"3";"correct";"2_1/GS1"
"63059";229;"memory1";"whkyhbkhal";"many_fill";"CSnonpred";"2";"803.410000000149";"false";"old";1;"4";"incorrect";"2_1/CS9_unpred"
"63062";232;"memory1";"whkyhbkhal";"many_fill";"distractor";NA;"908.2949999999255";"false";"new";0;"5";"correct";"distractor_1/dis3"
"63065";235;"memory1";"whkyhbkhal";"many_fill";"CS";"4";"608.1650000000373";"false";"old";1;"6";"correct";"4_1/CS6"
"63068";238;"memory1";"whkyhbkhal";"many_fill";"CSnonpred";"3";"796.8499999998603";"false";"old";1;"7";"incorrect";"3_1/CS8_unpred"
"63071";241;"memory1";"whkyhbkhal";"many_fill";"GSold";"4";"711.7249999998603";"false";"old";1;"8";"incorrect";"4_1/CS2"
"63074";244;"memory1";"whkyhbkhal";"many_fill";"distractor";NA;"751.9750000000931";"false";"new";0;"9";"correct";"distractor_1/dis2"
"63077";247;"memory1";"whkyhbkhal";"many_fill";"CSpred";"3";"1831.9650000000838";"false";"new";0;"10";"correct";"3_1/CS8_pred"
"63080";250;"memory1";"whkyhbkhal";"many_fill";"GSnew";"1";"1540.6200000001118";"false";"new";0;"11";"correct";"1_1/GS1"
"63083";253;"memory1";"whkyhbkhal";"many_fill";"CS";"1";"675.8949999997858";"false";"new";0;"12";"incorrect";"1_1/CS9"
"63086";256;"memory1";"whkyhbkhal";"many_fill";"distractor";NA;"688.1550000000279";"false";"new";0;"13";"correct";"distractor_1/dis4"
"63089";259;"memory1";"whkyhbkhal";"many_fill";"CSnonpred";"1";"1185.5";"false";"new";0;"14";"correct";"1_1/CS9_unpred"
"63092";262;"memory1";"whkyhbkhal";"many_fill";"GSold";"3";"1184.7600000002421";"false";"new";0;"15";"correct";"3_1/CS5"
"63095";265;"memory1";"whkyhbkhal";"many_fill";"GSold";"1";"2321.2800000002608";"false";"new";0;"16";"correct";"1_1/CS8"
"63098";268;"memory1";"whkyhbkhal";"many_fill";"CS";"3";"856.0299999997951";"false";"old";1;"17";"correct";"3_1/CS8"
"63101";271;"memory1";"whkyhbkhal";"many_fill";"GSold";"2";"696.934999999823";"false";"new";0;"18";"correct";"2_1/CS4"
"63104";274;"memory1";"whkyhbkhal";"many_fill";"distractor";NA;"726.2399999999907";"false";"new";0;"19";"correct";"distractor_1/dis1"
"63107";277;"memory1";"whkyhbkhal";"many_fill";"GSnew";"4";"730.75";"false";"old";1;"20";"incorrect";"4_1/GS1"
"63110";280;"memory1";"whkyhbkhal";"many_fill";"CS";"2";"880.4350000000559";"false";"old";1;"21";"correct";"2_1/CS9"
"63113";283;"memory1";"whkyhbkhal";"many_fill";"CSpred";"1";"1194.0900000000838";"false";"old";1;"22";"incorrect";"1_1/CS9_pred"
"63116";286;"memory1";"whkyhbkhal";"many_fill";"GSnew";"3";"1158.0249999999069";"false";"new";0;"23";"correct";"3_1/GS1"
"63398";217;"memory1";"wmww4dcof4";"many_one";"distractor";NA;"null";"true";"miss";NA;"0";"miss";"distractor_1/dis4"
"63401";220;"memory1";"wmww4dcof4";"many_one";"GSnew";"4";"1244.4499999983236";"false";"new";0;"1";"correct";"4_1/GS1"
"63404";223;"memory1";"wmww4dcof4";"many_one";"distractor";NA;"1147.545000014361";"false";"old";1;"2";"incorrect";"distractor_1/dis1"
"63407";226;"memory1";"wmww4dcof4";"many_one";"GSold";"4";"839.6599999978207";"false";"old";1;"3";"incorrect";"4_1/CS10"
"63410";229;"memory1";"wmww4dcof4";"many_one";"CSnonpred";"1";"845.7300000009127";"false";"old";1;"4";"incorrect";"1_1/CS2_unpred"
"63413";232;"memory1";"wmww4dcof4";"many_one";"CSpred";"3";"894.8800000362098";"false";"old";1;"5";"incorrect";"3_1/CS9_pred"
"63416";235;"memory1";"wmww4dcof4";"many_one";"GSold";"3";"761.5349999978207";"false";"old";1;"6";"incorrect";"3_1/CS1"
"63419";238;"memory1";"wmww4dcof4";"many_one";"GSold";"2";"1027.8099999995902";"false";"old";1;"7";"incorrect";"2_1/CS5"
"63422";241;"memory1";"wmww4dcof4";"many_one";"CSpred";"1";"1181.9649999961257";"false";"old";1;"8";"incorrect";"1_1/CS2_pred"
"63425";244;"memory1";"wmww4dcof4";"many_one";"GSnew";"1";"1018.7849999638274";"false";"new";0;"9";"correct";"1_1/GS1"
